1,6,8,9,5,0,1,Alert
3,7,8,9,4,0,1,Alert
1,5,8,9,4,0,1,Alert
2,6,8,9,4,0,1,Alert
1,6,8,9,4,0,1,Alert
2,6,8,9,4,0,1,Alert
3,3,8,9,4,0,1,Alert
1,6,8,9,6,0,1,Alert
2,4,8,9,6,0,1,Alert
3,5,8,9,6,0,1,Alert
1,7,8,9,6,0,1,Alert
2,8,8,9,6,0,1,Alert
1,6,8,9,6,0,1,Alert
2,3,8,9,6,0,1,Alert
1,2,8,9,5,0,1,Alert
2,3,8,9,5,0,1,Alert
1,3,8,9,5,0,1,Alert
3,3,8,9,5,0,1,Alert
1,4,8,9,5,0,1,Alert
1,5,8,9,5,0,1,Alert
